UO DataPoint,Address,Building Type,Area [sqft],EUI [kBtu/sqft],Total Electricity End-Use Consumption [kBtu],Total Natural Gas End-Use Consumption [kBtu],January Peak Demand [kW],February Peak Demand [kW],March Peak Demand [kW],April Peak Demand [kW],May Peak Demand [kW],June Peak Demand [kW],July Peak Demand [kW],August Peak Demand [kW],September Peak Demand [kW],October Peak Demand [kW],November Peak Demand [kW],December Peak Demand [kW]
5b88689b56534601ff81c70f,1362 19TH ST,MFm,2562.025957385248,56.45299993028156,77275.52981914477,67351.88456946432,3.48992,4.2485100000000005,4.89654,4.93103,6.13341,6.95754,7.20885,7.299049999999999,7.4521,6.451249999999999,4.3020499999999995,3.7854000000000005
5b88689b56534601ff81c710,1347 20TH CT,MFm,2608.4184112812673,45.339566789009645,66148.1568266664,52120.46344602932,3.0836900000000003,3.0820200000000004,3.07913,3.07909,3.07909,3.07909,3.07909,3.07909,3.07909,3.07909,3.08088,3.08341
5b88689b56534601ff81c711,1564 22ND ST,MFm,1570.9927253187839,49.98447288363047,44594.795510741584,33931.85290721676,2.01669,2.01554,2.01338,2.01331,2.01331,2.01331,2.01331,2.01331,2.01331,2.01331,2.01458,2.01654
5b88689b56534601ff81c712,2131 VISTA ST,MFm,1386.3916616722122,63.1539924193933,30273.278822807355,57286.06675173689,1.47549,1.47493,1.47349,1.47293,1.47278,1.47278,1.47278,1.47278,1.47278,1.47278,1.47419,1.47499
5b88689b56534601ff81c713,1641 20TH ST,MFm,3014.433112199558,49.348715120537335,114448.91727783307,34310.97975534208,5.967280000000001,6.83981,7.2788,7.62682,8.90921,9.95474,9.809849999999999,10.707250000000002,11.14676,10.125290000000001,6.9922,6.482569999999999
5b88689b56534601ff81c714,2143 WARNER ST,MFm,6948.534730402794,38.70637672061559,229807.73899116687,39154.32524014314,10.57915,11.29412,14.785520000000002,14.15128,17.42376,19.30051,20.91792,19.57652,19.67166,17.512059999999998,11.428899999999999,9.64553
5b88689b56534601ff81c715,2141 BEACH ST,MFm,6918.072863923506,40.07211119507188,198529.77402082743,78687.7773284116,9.71739,10.81736,11.322820000000002,12.24619,13.96599,16.04982,15.71223,17.328030000000002,17.70504,16.20982,11.2927,10.28711
5b88689b56534601ff81c716,296 ASPEN ST,MFm,3706.3372737856585,113.19834276547574,113832.8361496294,305708.93398585735,18.94119,17.21028,13.1178,8.32859,4.55417,3.9743400000000007,3.9743400000000007,3.9743400000000007,3.9743400000000007,5.528410000000001,15.345049999999999,16.32498
5b88689b56534601ff81c717,1348 18TH ST,MFm,1488.2182542142862,49.42708415227597,56584.68208270505,16956.448282405247,2.9258800000000003,3.15778,3.3657500000000002,3.6301,4.24091,4.84914,4.74273,5.209890000000001,5.288050000000001,4.74453,3.24608,2.9961300000000004
5b88689b56534601ff81c718,1324 18TH ST,MFm,1792.51400169467,47.62459642228757,37960.07566854835,47400.334186869,1.8681699999999999,1.8675899999999999,1.86561,1.8650399999999998,1.86468,1.86468,1.86468,1.86468,1.86468,1.86468,1.86675,1.8675
5b88689b56534601ff81c719,1785 OCEAN ST,MFm,3747.993607098325,50.37367638956835,137689.3930679156,51106.29912729406,6.19352,7.33279,9.750720000000001,9.354630000000002,11.43753,12.65435,13.644310000000003,12.943360000000002,12.99961,11.620210000000002,7.590420000000001,6.36901
5b88689b56534601ff81c71a,1580 23RD ST,MFm,11632.773265546532,27.34374766943322,207837.33814230422,110240.60926364192,10.82739,10.823479999999998,10.81637,10.816189999999999,10.81611,10.81611,10.81611,10.81611,10.81611,10.81611,10.81993,10.825829999999998
5b88689b56534601ff81c71b,2381 CIENAGA ST,MFm,2320.0532512176133,45.82475034505439,48859.9725521515,57456.673833393295,2.40851,2.40793,2.40549,2.40481,2.40455,2.40455,2.40455,2.40455,2.40455,2.40455,2.4069599999999998,2.40773
5b88689b56534601ff81c71c,1712 21ST ST,MFm,3333.0448605341653,46.272950762525866,116268.72614883464,37950.597497345225,5.70092,6.42001,7.21949,7.2310300000000005,8.79288,9.771820000000002,9.98628,10.411480000000001,10.7487,9.662210000000002,6.56022,6.0057599999999995
5b88689b56534601ff81c71d,2171 PASO ROBLES ST,MFm,6164.276217441323,42.48570126243788,191686.5344121653,70204.81410160741,9.15898,9.77724,11.918370000000001,11.544480000000002,14.158280000000001,15.825479999999999,16.71755,16.56894,16.94617,15.07775,10.052290000000001,9.055209999999999
5b88689b56534601ff81c71e,1961 PASO ROBLES ST,MFm,10940.007991127093,29.955461693441816,276724.6864466761,50983.08290165334,41.3162,37.461200000000005,28.34368,16.49088,10.699359999999999,10.699359999999999,10.699359999999999,10.699359999999999,10.699359999999999,10.83043,33.41097,35.67219
5b88689b56534601ff81c71f,1415 LONGBRANCH AVE,MFm,13405.481672074455,39.21269349870222,372586.90999516496,153091.421273007,18.758509999999998,18.70306,21.532349999999997,22.66928,26.84933,30.719079999999995,30.583039999999997,33.112840000000006,32.970510000000004,29.519039999999993,19.540029999999998,16.8364
5b88689b56534601ff81c720,1395 23RD ST,MFm,2313.056709446752,34.70075059276155,72337.40262231237,7933.229297022465,3.7545499999999996,3.8794900000000005,4.09604,4.36837,5.14102,5.93979,5.853800000000001,6.372470000000001,6.522870000000001,5.7823400000000005,3.9655700000000005,3.60508
5b88689b56534601ff81c721,2375 OCEAN ST,MFm,5656.219645772625,40.489492330398946,165858.51788362738,63162.53289767946,7.43208,8.562590000000002,10.86874,10.442480000000002,12.777090000000001,14.307520000000002,15.248750000000003,14.802790000000003,15.13516,13.405790000000001,8.926190000000002,7.88197
5b88689b56534601ff81c722,1320 TAMERA DR,MFm,1504.579398047685,50.15265810904707,33960.287420826164,41504.91169852016,1.6384500000000002,1.6376800000000002,1.63616,1.6355300000000002,1.6352600000000002,1.6352600000000002,1.6352600000000002,1.6352600000000002,1.6352600000000002,1.6352600000000002,1.6369500000000001,1.63789
5b88689b56534601ff81c723,188 Irish Way,MFm,1546.558648672853,61.976695841477074,51911.943679560376,43940.80169772539,2.58252,2.81322,3.29564,3.40932,4.16289,4.7921000000000005,5.12861,4.85923,4.67895,4.5334900000000005,3.0727599999999997,2.8629
5b88689b56534601ff81c724,381 VISTA DR,MFm,6536.599878755313,28.301787068664968,124116.65190502888,60887.77180892749,6.33022,6.3275,6.323,6.32295,6.32295,6.32295,6.32295,6.32295,6.32295,6.32295,6.32529,6.32957
5b88689b56534601ff81c725,823 LOS CIERVOS,MFm,2870.627269032316,52.55215936171848,77152.31359350402,73702.25927556356,3.63432,3.98997,4.4705200000000005,4.755240000000001,5.75915,6.771470000000001,7.254809999999999,6.93371,6.71965,6.45018,4.3197600000000005,4.10876
5b88689b56534601ff81c726,1006 GOLDENROD LN,MFm,2713.0436205316855,45.79040885923635,65039.21079589984,59191.17916356667,3.08134,3.07956,3.0766400000000003,3.0763499999999997,3.0763499999999997,3.0763499999999997,3.0763499999999997,3.0763499999999997,3.0763499999999997,3.0763499999999997,3.07842,3.0808
5b88689b56534601ff81c727,392 FRANKLIN DR,MFm,10590.934376313196,36.71545109408713,301671.2330533226,87189.69689762207,12.38834,14.93307,19.65353,18.8043,22.992140000000003,25.09352,27.51197,25.436020000000003,25.678250000000002,22.982139999999998,15.298599999999999,13.847199999999999
5b88689b56534601ff81c728,4725 MIRAMON AVE,MFm,1060.1375369417406,88.94180661599334,46793.73122986848,47495.11589890033,2.38646,2.76815,3.1166099999999997,3.0787199999999997,3.73272,4.1389000000000005,4.40553,4.32077,4.4666500000000005,4.00335,2.76056,2.62445
5b88689b56534601ff81c729,8125 AMAPOA AVE,MFm,5100.048394541233,39.705802013012686,144390.46010853077,58110.667646409485,23.55578,21.400510000000004,16.366760000000003,10.61733,5.783440000000001,5.24228,5.24228,5.24228,5.24228,6.33291,18.738040000000005,19.8123
5b88689b56534601ff81c72a,1417 23RD ST,MFm,1468.6279372558745,41.49508147922491,44206.190491413116,16728.972173530048,2.46002,2.3504199999999997,2.49768,2.5476900000000002,2.99716,3.46966,3.72828,3.77663,3.9421900000000005,3.51411,2.3982900000000003,2.2853199999999996
5b88689b56534601ff81c72b,2280 HOLDEN AVE,MFm,1516.8502559227338,44.418510528351185,31164.226915901872,36216.09216717185,1.5481399999999996,1.5476099999999997,1.5463199999999997,1.5458499999999997,1.5458499999999997,1.5458499999999997,1.5458499999999997,1.5458499999999997,1.5458499999999997,1.5458499999999997,1.5470999999999997,1.5477899999999998
5b88689b56534601ff81c72c,1921 WILMAR AVE,MFm,1835.0314478406733,41.21330518533321,32510.12722674678,43125.678974255934,1.69892,1.6984,1.69702,1.6965999999999999,1.69637,1.69637,1.69637,1.69637,1.69637,1.69637,1.69777,1.6985
5b88689b56534601ff81c72d,120 REFUGIO PL,MFm,5301.441158437872,38.28459283069647,115216.64914528685,87748.9089986069,4.81733,5.00089,6.462670000000001,6.52,8.37022,9.68577,10.42805,9.83607,9.032050000000002,8.47578,5.578620000000001,5.249790000000001
5b88689b56534601ff81c72e,842 LOS CIERVOS,MFm,5971.6022209822195,31.80637972394285,119055.30848255577,70877.76425702986,5.97346,5.97095,5.96613,5.96604,5.96604,5.96604,5.96604,5.96604,5.96604,5.96604,5.96868,5.97262
5b88689b56534601ff81c72f,3440 PARK ST,MFm,3551.982798410041,38.443091996010544,69418.12589174738,67133.88663179227,3.5068699999999997,3.50512,3.50214,3.5019600000000004,3.5019600000000004,3.5019600000000004,3.5019600000000004,3.5019600000000004,3.5019600000000004,3.5019600000000004,3.50404,3.50666
5b88689b56534601ff81c730,1224 MURRAY AVE,MFm,12870.838241676483,31.648761109547184,340863.47097827826,66479.89281877608,15.485380000000001,16.50603,21.255920000000003,20.755160000000004,25.14351,27.8069,29.795720000000003,27.765100000000004,26.99002,24.282630000000005,16.16959,13.92421
5b88689b56534601ff81c731,1941 CIENAGA ST,EPr,1918.8823099868423,77.8107624563532,79626.11627752178,69692.99285663823,7.0745,7.32764,7.47337,7.6938,8.37086,8.755379999999999,8.518350000000002,8.64273,8.25912,8.34699,7.09403,6.99018
5b88689b56534601ff81c732,1711 BEACH ST,Asm,3643.691315160408,138.36977131918772,253389.4289445622,250782.93186370062,13.17502,15.46145,17.3419,19.06334,24.17958,27.846320000000002,26.64239,27.27182,26.4574,25.11048,15.82142,14.366230000000002
5b88689b56534601ff81c733,1911 CIENAGA ST,RSD,531.521896377126,147.70184995251313,51267.42803774733,27259.220380211,2.57197,2.88437,3.2235,3.3446100000000003,4.05004,4.618729999999999,4.42703,4.5282800000000005,4.58868,4.2679,2.98028,2.7515899999999998
5b88689b56534601ff81c734,1921 CIENAGA ST,RtS,562.6295974814172,96.20371004013323,43533.24033599066,10596.595405102888,2.6868800000000004,2.9924299999999997,3.24305,3.32006,3.9727499999999996,4.36614,4.32927,4.5318700000000005,4.40989,4.20845,3.0511999999999997,2.83502
5b88689b56534601ff81c735,1305 VINE ST,OfS,2627.1476154063416,57.59507447146131,134372.03314681895,16946.970111202114,9.0761,9.73198,10.02449,10.10809,11.448129999999999,12.31589,12.262340000000002,12.69105,11.661290000000001,12.136400000000002,9.797240000000002,9.35278
5b88689b56534601ff81c736,1621 PRICE ST,Htl,39858.00679934693,56.3878391623191,1516763.3031237922,730748.0434191613,67.32883,77.15353,86.65265000000001,89.18566,107.79824,118.74797000000002,116.73549,123.25661000000001,124.06560000000002,116.31165000000001,81.00624,73.93762000000001
5b88689b56534601ff81c737,1521 PARK ST,OfS,888.1302484827193,71.59143131961255,55532.605079157256,8046.967351460064,3.65772,4.001360000000001,4.17827,4.20467,4.87233,5.278230000000001,5.18749,5.431970000000001,4.94636,5.206770000000001,4.04145,3.7926300000000004
5b88689b56534601ff81c738,1343 W GRAND AVE,OfS,2221.132914488051,65.34392255348277,128931.56287622055,16198.194586154592,8.023480000000001,8.797410000000001,9.51453,9.570730000000001,11.23705,12.204960000000002,12.097700000000001,12.39023,11.152220000000002,11.367130000000001,8.91538,8.30122
5b88689b56534601ff81c739,973 FOOTHILL BLVD,RtS,17444.53141684061,58.3726009324187,882379.8263268858,135907.49688172658,52.438340000000004,57.184549999999994,62.794320000000006,64.52243000000001,76.93327,85.65270000000001,84.35158999999999,85.45134999999999,77.84544,77.50996,58.59968,54.629
5b88689b56534601ff81c73a,2138 BROAD ST,RSD,2448.036146072292,123.91905019713612,189572.90223386657,113775.96712241058,9.83502,10.339310000000001,11.32586,12.21728,14.08508,16.53024,15.857459999999998,16.23769,16.44323,15.544970000000001,11.012880000000001,10.37179
5b88689b56534601ff81c73b,1625 COMMERCE WAY,WRf,43831.18141236283,33.984862696092975,1391812.5721528875,97757.85778911554,53.05666,57.25458,61.71274,66.13582000000001,76.91776,90.32271,87.20907,88.85384,89.78238000000002,82.04984,59.85229,54.84406
5b88689b56534601ff81c73c,966 GRIFFIN ST,OfS,1760.0069922362065,61.21237764429587,103956.58175596464,3772.3121388470026,6.6777500000000005,7.2645,7.463780000000001,7.60293,8.56945,9.16354,9.11183,9.36183,8.57772,8.77295,7.2038400000000005,7.008220000000001
5b88689b56534601ff81c73d,1255 MONTEREY ST,RtS,8359.037551408437,63.833777728407,465018.0355681197,68574.56865466852,28.0974,30.366439999999997,33.60963,34.47159,41.02642,45.48273999999999,45.21852,45.6939,42.10409,41.6048,31.37106,29.62692
5b88689b56534601ff81c73e,7385 EL CAMINO REAL,RSD,2354.713042759419,122.10071255061632,178161.18410529426,109368.61751295369,8.88456,9.37395,10.438360000000001,10.979460000000001,12.949000000000002,14.873240000000001,14.33303,14.624640000000001,14.792510000000002,14.04073,9.97899,9.522160000000001
5b88689b56534601ff81c73f,325 SANTA BELLA,WRf,22500.01722225667,35.57777930749943,747789.7952423947,52717.58823182671,26.45078,29.79437,33.769529999999996,34.349199999999996,42.96093,49.889199999999995,48.153319999999994,49.089369999999995,49.60604,43.03438,30.73009,27.56419
5b88689b56534601ff81c740,4120 HORIZON LN,EPr,18711.013116470676,67.26704575929354,751344.1094435697,507300.1573052968,65.95686,71.29576,72.87178,75.0211,81.62308000000002,85.37248,83.06120000000001,84.27404,80.5335,81.39034000000001,69.17278,68.16024
5b88689b56534601ff81c741,1930 SOLANO ST,RtS,2618.8594043854755,69.81359901533969,146276.61617795422,36557.306330484644,8.72818,9.607389999999999,10.65929,10.771659999999999,13.06828,14.54388,14.488769999999999,14.64831,13.755339999999999,13.226,9.86604,9.19685
5b88689b56534601ff81c742,735 SHERIDAN RD,SUn,1925.0177389243668,41.32337405013466,53854.96877620269,25685.843960490893,3.12215,3.49008,3.7562500000000005,4.07824,4.891850000000001,5.82594,5.570550000000001,5.7151700000000005,5.67163,5.37352,3.6734400000000003,3.2209900000000005
5b88689b56534601ff81c743,696 CLARION CT,RtS,18224.484365635395,55.8225254726989,865944.6774606529,151385.35045644303,52.19219,56.90381,62.49144,64.18747,76.58514,85.53535000000001,83.95703,84.97652,77.4854,76.96173,58.37104,54.61704
5b88689b56534601ff81c744,567 CAMINO MERCADO #A,OfS,23912.565186241485,44.98734642164503,1004420.7587384286,71342.19464598339,65.71778,69.50062,73.72301999999999,74.3173,85.31224,91.47039,90.93657999999999,92.02098,84.25365,86.22910999999999,71.01948999999999,68.04616
5b88689b56534601ff81c745,108 CUYAMA LN,RSD,2378.3936456761803,123.48053583976717,183838.60865597104,109842.52607311035,8.88885,9.74514,10.82826,11.48468,13.73705,15.790420000000001,15.202280000000002,15.50378,15.7056,14.40061,10.20378,9.54405
5b88689b56534601ff81c746,333 S OCEAN AVE,Htl,18536.637767719978,47.6501323989215,534985.8953896489,348284.87903033156,20.35343,20.98851,25.95506,28.14984,34.702329999999996,40.035849999999996,39.159490000000005,39.53999,38.3437,35.68652,23.279680000000003,20.74325
5b88689b56534601ff81c747,6165 SAN ANSELMO RD,RSD,635.9318274192103,137.1915941903531,53949.75048823402,33287.3372654037,2.59908,2.81627,3.2921099999999996,3.46737,4.259250000000001,4.901000000000001,4.7019,4.80555,4.86651,4.39509,2.95592,2.77237
5b88689b56534601ff81c748,90 SAN MIGUEL ST,RSD,1549.4649044853643,108.58689760575456,110989.38478868945,57248.15406692437,5.59613,5.98356,6.61259,7.14862,8.35895,9.815900000000001,9.44081,9.638,9.76533,9.18271,6.4071,5.94569
5b88689b56534601ff81c749,8810 MORRO RD,EPr,1722.979140402725,79.37197923469685,63361.574492945256,73398.9577970633,5.55677,5.89706,6.02792,6.22584,6.837290000000001,7.17905,6.96622,7.0779,6.73695,6.81235,5.690799999999999,5.594049999999999
5b88689b56534601ff81c74a,1320 MAIN ST,RtS,4835.256198290174,60.29396303639264,227210.7200815084,64318.869784461705,14.322610000000001,15.108060000000002,16.329460000000005,17.02588,19.977719999999998,22.55084,22.15965,22.6222,20.75474,20.202749999999998,15.62115,14.75916
5b88689b56534601ff81c74b,1402 MISSION ST,RtS,9075.591067848802,56.76383440448082,432621.6463958105,82535.91483688366,25.73298,28.05942,31.270480000000003,31.826140000000002,38.44309,42.83475,42.2633,42.92054,39.4343,38.82214,29.01212,27.06671
5b88689b56534601ff81c74c,1030 HUSTON ST,EPr,17002.88817244301,70.93013757988551,600063.0188703611,605958.4413587098,52.4777,57.783010000000004,59.48424,61.43734,67.47116000000001,70.84374,68.74346,69.84558,66.48105000000001,67.22513000000001,56.13499,55.20281
5b88689b56534601ff81c74d,4800 MORABITO PL,OfS,46390.193474831394,42.602814534586614,1805828.5684769477,170550.2126291783,118.67047,125.05479,132.38811,133.40778,151.8854,162.29025000000001,161.84183000000002,162.99797,149.73562,152.34355,127.43151,123.0308
5b88689b56534601ff81c74e,1464 AUTO PARK WAY,RtS,38200.25695606947,53.06640109807081,1681806.69828395,345337.16778615717,102.588,110.94571,120.88355,125.51925,148.50369999999998,166.49587,162.56486999999998,166.34306999999998,150.21962,149.79423,113.62159,107.14807
5b88689b56534601ff81c74f,1551 17th St - A,EPr,1366.0478709846307,79.62998065379143,51286.3843801536,57485.10834700269,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355,3.93355
5b88689b56534601ff81c750,1425 19th St,EPr,15160.106709102307,68.80624876467691,497518.6846236633,545601.4471371579,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001,40.19052000000001
5b88689b56534601ff81c751,965 EL CAMINO REAL,EPr,1820.7154469864495,76.89146729753156,65067.64530950923,74924.94336076772,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001,5.132630000000001
5b88689b56534601ff81c752,1460 PLUM ORCHARD LN,EPr,1776.2604969654385,80.84778257395456,66214.50402508835,77389.26787358234,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912,5.09912
5b88689b56534601ff81c753,2010 RIVERSIDE AVE,EPr,23358.116160676764,62.45307388833772,787939.3284588668,670855.4795865628,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422,64.28422
5b88689b56534601ff81c754,805 BOYSEN AVE,MFm,6486.117138900945,42.48305960968265,201657.5705178614,73882.34452842308,33.67505,30.60681,23.34656,14.993730000000001,8.189480000000001,6.990770000000001,6.990770000000001,6.990770000000001,6.990770000000001,9.96362,27.15031,28.81803
5b88689b56534601ff81c755,190 CALIFORNIA BLVD,MFm,22431.98930842306,40.422570460599665,645956.3238359321,260801.35882541238,28.00834,31.964769999999998,41.003800000000005,39.005050000000004,47.35049000000001,51.500530000000005,56.57245,52.987590000000004,53.94377000000001,48.59252000000001,32.44437,29.68885
5b88689c56534601ff81c756,351 S ELM ST -  A,MFm,2110.4799154042753,51.946340329851346,85587.88596429252,24036.642171145726,4.32132,4.93953,5.53859,5.54143,6.71832,7.435150000000001,7.52236,7.925730000000001,8.20452,7.395880000000001,5.03852,4.6138
5b88689c56534601ff81c757,2100 SHELL BEACH RD,EPr,1973.9935313203957,74.82129208834607,66593.63087321367,81114.18915641369,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278,5.43278
5b88689c56534601ff81c758,351 S ELM ST - B,MFm,5333.4099723755,43.274674885334605,170057.3477266154,60755.07741208363,9.374680000000001,10.1401,10.536180000000002,11.3671,12.4148,14.382549999999998,13.93392,15.996289999999998,16.3249,15.36176,10.782519999999998,9.87718
5b88689c56534601ff81c759,351 S ELM ST - C,MFm,5333.948167896336,47.97153348414171,195117.6323876995,60755.07741208363,9.15697,9.91137,13.03149,12.458509999999999,15.40638,17.089010000000002,18.40317,17.422610000000002,17.43928,15.544479999999998,10.06795,8.453669999999999
5b88689c56534601ff81c75a,351 S ELM ST - D,MFm,5333.625250583834,45.36334166380675,181194.1988902969,60755.07741208363,10.168869999999998,10.90663,11.269079999999999,12.22859,13.41546,15.446170000000002,14.87285,17.019740000000002,17.32188,16.28011,11.516930000000002,10.67969
5b88689c56534601ff81c75b,3610 SACRAMENTO DR - A,EPr,33580.06368790515,72.72822255528186,1283221.1646785908,1158981.2965479211,111.21885000000002,119.53929000000001,124.05712,130.81807,143.14356,149.83862000000002,145.69066,147.86729,141.18814,142.69202,118.56084,114.62846
5b88689c56534601ff81c75c,3610 SACRAMENTO DR - B,EPr,4001.1607800993384,91.04368165824167,158238.06823630832,206045.96378491205,13.954830000000001,14.87664,15.18052,15.639999999999999,17.05592,17.853650000000002,17.35941,17.61876,16.82292,17.00212,14.39358,14.17301
5b88689c56534601ff81c75d,1551 17th St - B,EPr,1367.7700966513044,77.06141362478499,48888.40706576091,56518.334884283104,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004,3.8561500000000004
5b88689c56534601ff81c75e,1551 17th St - D,EPr,1366.5860665054663,76.2830066129092,47021.207338743676,57229.19772451809,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139,3.79139
5b88689c56534601ff81c75f,1551 17th St - E,EPr,1366.263149192965,77.21727113734384,49002.145120198504,56499.37854187684,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004,3.8576400000000004
5b88689c56534601ff81c760,1551 17th St - F,EPr,1367.7700966513044,77.26482088693805,49115.88317463611,56565.725740298774,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004,3.8638100000000004
5b88689c56534601ff81c761,1551 17th St - G,EPr,1366.4784274012993,77.09487455968463,48907.36340816716,56442.50951465804,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468,3.85468
5b88689c56534601ff81c762,1551 17th St - H,EPr,1366.8013447138005,77.03675819906947,48736.756326510775,56556.247569095634,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497,3.8497
5b88689c56534601ff81c763,1551 17th St - I,EPr,1366.1555100887979,77.0085805696803,48755.71266891704,56451.98768586117,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906,3.84906
5b88689c56534601ff81c764,1551 17th St - J,EPr,1367.0166229221347,77.2295988502016,49068.49231862044,56499.37854187684,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132,3.86132
5b88689c56534601ff81c765,1551 17th St - K,EPr,1367.5548184429701,77.24985152132506,49059.0141474173,56584.68208270504,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004,3.8615700000000004
5b88689c56534601ff81c766,1551 17th St - L,EPr,1367.339540234636,77.3748897517395,49210.66488666743,56575.20391150191,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648,3.86648
