UO DataPoint,Address,Building Type,Area [sqft],EUI [kBtu/sqft],Total Electricity End-Use Consumption [kBtu],Total Natural Gas End-Use Consumption [kBtu],January Peak Demand [kW],February Peak Demand [kW],March Peak Demand [kW],April Peak Demand [kW],May Peak Demand [kW],June Peak Demand [kW],July Peak Demand [kW],August Peak Demand [kW],September Peak Demand [kW],October Peak Demand [kW],November Peak Demand [kW],December Peak Demand [kW],Electricty Cost,Gas Cost,Other Cost,Total Cost,Scenario Name
5c05b7ba6086127ceccf9fe4,2191 VISTA ST,MFm,1935.9969275494107,50.29002405231926,52897.67348468623,44462.10111389771,2.4162,2.41554,2.4144,2.4123799999999997,2.4123799999999997,2.4123799999999997,2.4123799999999997,2.4123799999999997,2.4123799999999997,2.4123799999999997,2.41468,2.41309,4619.17,403.8,145.12,5168.09,Baseline
5c05b7ba6086127ceccf9fe5,1362 19TH ST,MFm,2562.025957385248,52.1259727172073,56850.070876392776,76687.88320455051,2.75717,2.75676,2.75492,2.75187,2.75187,2.75187,2.75187,2.75187,2.75187,2.75277,2.75561,2.75658,4968.78,696.5,192.05,5857.33,Baseline
5c05b7ba6086127ceccf9fe6,1347 20TH CT,MFm,2608.4184112812673,50.45116487038857,69778.29639746642,61816.63258683455,3.20486,3.20411,3.20256,3.2002,3.2002,3.2002,3.2002,3.2002,3.2002,3.2002,3.2028600000000003,3.2018500000000003,6093.57,561.43,195.42,6850.41,Baseline
5c05b7ba6086127ceccf9fe7,1564 22ND ST,MFm,1570.9927253187839,56.19764016394222,47021.20733874368,41267.95741844183,2.0976299999999997,2.0971599999999997,2.0961,2.0942600000000002,2.0942600000000002,2.0942600000000002,2.0942600000000002,2.0942600000000002,2.0942600000000002,2.0942600000000002,2.09623,2.0953899999999996,4104.25,374.78,117.69,4596.72,Baseline
5c05b7ba6086127ceccf9fe8,2131 VISTA ST,MFm,1386.3916616722122,69.12500819714187,31590.744620042864,64252.52258603977,1.51946,1.51919,1.51813,1.51634,1.51634,1.51634,1.51634,1.51634,1.51634,1.51686,1.51846,1.5190000000000001,2759.72,583.53,240.47,3583.72,Baseline
5c05b7ba6086127ceccf9fe9,1641 20TH ST,MFm,3014.433112199558,47.573524469019695,109093.75054806282,34320.45792654522,15.748539999999998,16.783749999999998,14.88371,12.75535,13.39527,8.166519999999998,6.501629999999999,3.7839099999999997,6.62976,13.070020000000003,15.570920000000001,17.84724,9296.12,311.7,225.78,9833.6,Baseline
5c05b7ba6086127ceccf9fea,2143 WARNER ST,MFm,6948.534730402794,36.1413318952828,211969.8207868703,39163.80341134627,28.274380000000004,30.034420000000004,25.341190000000005,21.24781,21.46614,11.526869999999999,7.88476,7.50032,9.56425,23.004640000000002,27.85469,31.984110000000005,18144.34,355.68,257.63,18757.66,Baseline
5c05b7ba6086127ceccf9feb,2141 BEACH ST,MFm,6918.072863923506,39.26728765564374,192861.82764135383,78801.5153828492,25.55868,27.821620000000003,24.29988,20.612090000000002,21.78671,12.88252,9.786349999999999,6.8537799999999995,9.198240000000002,21.26778,25.86214,29.11965,16491.59,715.66,518.49,17725.74,Baseline
5c05b7ba6086127ceccf9fec,296 ASPEN ST,MFm,3706.3372737856585,115.39707840874932,121974.58521312081,305718.4121570605,17.03668,18.13754,15.692530000000001,13.335510000000001,13.750449999999999,7.9896199999999995,6.19917,4.06268,6.523899999999999,14.073770000000001,16.786830000000002,19.308,10414.52,2776.59,1954.94,15146.04,Baseline
5c05b7ba6086127ceccf9fed,1348 18TH ST,MFm,1488.2182542142862,56.410733486197806,66991.71406374527,16956.448282405247,9.572070000000002,9.322040000000001,8.81016,8.048490000000001,8.27245,5.20299,4.2838,3.14691,4.76628,7.801910000000001,8.729920000000002,10.18138,5680.01,154.04,111.54,5945.58,Baseline
5c05b7ba6086127ceccf9fee,1324 18TH ST,MFm,1792.51400169467,52.979226557148074,39457.6267186434,55513.648736751,1.9184299999999999,1.9181199999999998,1.9167899999999998,1.9147599999999998,1.9144999999999999,1.9144999999999999,1.9144999999999999,1.9144999999999999,1.9144999999999999,1.91522,1.91726,1.91797,3448.39,504.12,134.33,4086.84,Baseline
5c05b7ba6086127ceccf9fef,1785 OCEAN ST,MFm,3747.993607098325,40.98524249746463,96990.12592166175,56622.59476751757,4.4944999999999995,4.49346,4.49164,4.48901,4.48901,4.48901,4.48901,4.48901,4.48901,4.48901,4.492,4.49103,8470.87,514.21,120.31,9105.38,Baseline
5c05b7ba6086127ceccf9ff0,1580 23RD ST,MFm,5816.386632773266,54.503460196918425,104648.48825379336,212367.90397740185,5.439279999999999,5.438929999999999,5.435619999999999,5.433469999999999,5.430909999999999,5.430909999999999,5.430909999999999,5.430909999999999,5.430909999999999,5.431989999999999,5.437199999999999,5.438739999999999,9154.71,1928.74,872.0,11955.45,Baseline
5c05b7ba6086127ceccf9ff1,2381 CIENAGA ST,MFm,2320.0532512176133,50.87030710755246,51011.51741526274,67001.1922349484,2.4808299999999996,2.4805099999999998,2.47889,2.47631,2.47631,2.47631,2.47631,2.47631,2.47631,2.47702,2.4795499999999997,2.48041,4458.55,608.55,173.91,5241.0,Baseline
5c05b7ba6086127ceccf9ff2,1712 21ST ST,MFm,3333.0448605341653,43.898104935569975,108344.97502301529,37969.55383975149,15.146419999999999,16.267300000000002,14.16504,12.024529999999999,12.55384,7.384029999999999,5.74742,3.62434,5.78496,12.54914,15.105949999999998,17.22742,9253.55,344.8,249.76,9848.12,Baseline
5c05b7ba6086127ceccf9ff3,2171 PASO ROBLES ST,MFm,6164.276217441323,38.84902596939827,169270.65951675532,70204.81410160741,23.14544,25.534940000000006,20.88086,17.10215,17.44063,9.447700000000001,6.91516,6.33655,7.34929,18.888170000000002,23.727959999999996,26.71841,14498.75,637.62,461.97,15598.35,Baseline
5c05b7ba6086127ceccf9ff4,1961 PASO ROBLES ST,MFm,10940.007991127093,31.155652595236727,289861.43173421867,50983.08290165334,36.87736,39.36169,32.89007,27.23682,27.57735,13.3753,10.91714,10.91714,11.770220000000002,29.811780000000002,36.50758,41.6588,24851.84,463.05,335.44,25650.33,Baseline
5c05b7ba6086127ceccf9ff5,1415 LONGBRANCH AVE,MFm,13405.481672074455,38.778581895925335,366795.7473900507,153053.50858819447,49.97509,55.0531,46.4183,38.654360000000004,40.95564,23.78285,18.10997,13.33536,16.917640000000002,41.15682,51.165710000000004,57.51075,31350.04,1390.01,1004.45,33744.51,Baseline
5c05b7ba6086127ceccf9ff6,1395 23RD ST,MFm,2313.056709446752,39.77272388281195,84061.90040058813,7933.229297022465,11.43904,11.136660000000001,10.57815,9.58635,9.88451,6.10622,4.95721,3.5793299999999997,5.5759099999999995,9.240390000000001,10.408420000000001,12.13221,7139.71,72.08,52.17,7263.97,Baseline
5c05b7ba6086127ceccf9ff7,2375 OCEAN ST,MFm,5656.219645772625,31.343209940858387,118704.61614803984,58584.57620656614,5.855160000000001,5.85393,5.85174,5.84922,5.84922,5.84922,5.84922,5.84922,5.84922,5.84922,5.8522,5.85179,10376.23,532.05,101.72,11010.0,Baseline
5c05b7ba6086127ceccf9ff8,1320 TAMERA DR,MFm,1504.579398047685,54.07639300148884,34775.41014429561,46585.211463399544,1.66586,1.66554,1.66446,1.66255,1.66255,1.66255,1.66255,1.66255,1.66255,1.66296,1.6646,1.66525,3038.99,423.05,112.74,3574.78,Baseline
5c05b7ba6086127ceccf9ff9,188 Irish Way,MFm,1546.558648672853,55.89120844433501,36898.52049379745,49532.92270757397,1.75112,1.75085,1.74956,1.74747,1.74747,1.74747,1.74747,1.74747,1.74747,1.7482600000000001,1.7501300000000002,1.7507700000000002,3224.12,449.87,115.89,3789.88,Baseline
5c05b7ba6086127ceccf9ffa,381 VISTA DR,MFm,6536.599878755313,28.42594474816099,126808.45252671871,59001.615739504006,6.41926,6.41769,6.41542,6.41305,6.41305,6.41305,6.41305,6.41305,6.41305,6.41305,6.41633,6.4143300000000005,11088.84,535.89,139.95,11764.68,Baseline
5c05b7ba6086127ceccf9ffb,823 LOS CIERVOS,MFm,2870.627269032316,47.9019699615872,57902.147879940545,79607.15993511553,2.89455,2.89426,2.8923300000000003,2.88945,2.88933,2.88933,2.88933,2.88933,2.88933,2.8902200000000002,2.8932200000000003,2.8942,5062.21,723.02,215.13,6000.36,Baseline
5c05b7ba6086127ceccf9ffc,1006 GOLDENROD LN,MFm,2713.0436205316855,47.20457363420527,66280.85122351027,61788.19807322515,3.12235,3.12164,3.12018,3.1178999999999997,3.1178999999999997,3.1178999999999997,3.1178999999999997,3.1178999999999997,3.1178999999999997,3.1178999999999997,3.12042,3.11963,5789.95,561.15,203.14,6554.24,Baseline
5c05b7ba6086127ceccf9ffd,392 FRANKLIN DR,MFm,10590.934376313196,27.70213189322671,216604.6465052024,76792.14308778498,10.77188,10.769499999999999,10.76668,10.763639999999999,10.763639999999999,10.763639999999999,10.763639999999999,10.763639999999999,10.763639999999999,10.763639999999999,10.767059999999999,10.766599999999999,18936.14,697.42,135.15,19768.71,Baseline
5c05b7ba6086127ceccf9ffe,4725 MIRAMON AVE,MFm,1060.1375369417406,90.89839075670378,48841.016209745234,47523.55041250973,6.93081,6.73675,6.36267,5.78045,5.932379999999999,3.692310000000001,3.02813,2.21826,3.38994,5.59899,6.302870000000001,7.39768,4150.37,431.6,312.65,4894.62,Baseline
5c05b7ba6086127ceccf9fff,8125 AMAPOA AVE,MFm,5100.048394541233,38.36208131151668,137547.2204998686,58101.189475206345,18.57915,20.865029999999997,17.29838,14.03162,14.863320000000002,8.121110000000002,5.96962,5.233700000000001,5.73255,15.113430000000001,19.50539,21.4523,11795.21,527.68,382.29,12705.19,Baseline
5c05b7ba6086127ceccfa000,1417 23RD ST,MFm,1468.6279372558745,48.81157906030631,54954.43663576614,16728.972173530048,7.672540000000001,7.55729,7.0561,6.53286,6.63628,4.0980300000000005,3.3562700000000003,2.4592,3.7745400000000005,6.299119999999999,7.02145,8.189,4661.71,151.97,110.04,4923.72,Baseline
5c05b7ba6086127ceccfa001,2280 HOLDEN AVE,MFm,1516.8502559227338,48.62930502019511,32576.474425168723,41192.13204881677,1.59535,1.59501,1.59402,1.59273,1.59273,1.59273,1.59273,1.59273,1.59273,1.59273,1.5942399999999999,1.5945799999999999,2846.4,374.15,113.64,3334.19,Baseline
5c05b7ba6086127ceccfa002,1921 WILMAR AVE,MFm,1835.0314478406733,51.35020735808674,44632.70819555411,49608.74807719903,3.0011900000000002,2.77676,2.8710500000000003,3.9155599999999997,3.41187,3.02928,3.30381,3.42671,4.23612,3.1892199999999997,3.11175,3.0938199999999996,3945.94,450.5,137.55,4533.99,Baseline
5c05b7ba6086127ceccfa003,120 REFUGIO PL,MFm,5301.441158437872,36.65821528439037,94961.79728419124,99378.62506485134,4.94341,4.942900000000001,4.939900000000001,4.93599,4.93599,4.93599,4.93599,4.93599,4.93599,4.9364300000000005,4.94122,4.94247,8307.34,902.58,192.95,9402.87,Baseline
5c05b7ba6086127ceccfa004,842 LOS CIERVOS,MFm,5971.6022209822195,34.20588097661427,123576.39614645032,80687.6714522727,6.123819999999999,6.122459999999999,6.11982,6.11679,6.11679,6.11679,6.11679,6.11679,6.11679,6.11679,6.12055,6.119829999999999,10802.83,732.8,205.01,11740.64,Baseline
5c05b7ba6086127ceccfa005,3440 PARK ST,MFm,3551.982798410041,39.78064884107766,71740.27783651499,69560.29845979436,3.5844300000000002,3.5834,3.5818600000000003,3.57961,3.57961,3.57961,3.57961,3.57961,3.57961,3.57961,3.58243,3.58005,6272.84,631.71,266.26,7170.81,Baseline
5c05b7ba6086127ceccfa006,1224 MURRAY AVE,MFm,12870.838241676483,28.138885148758835,295681.02885294246,66479.89281877608,35.4407,40.19548,31.76502,19.5718,18.88359,12.512619999999998,12.512619999999998,12.512619999999998,12.512619999999998,27.295009999999998,37.50104,41.227520000000005,25492.71,603.81,437.54,26534.06,Baseline
5c05b7ba6086127ceccfa007,1941 CIENAGA ST,MFm,6486.117138900945,46.71939007816052,229144.2670069476,73882.34452842308,14.12387,13.488150000000001,14.194029999999998,20.973119999999998,19.07555,16.47838,17.21211,17.99459,21.53734,15.668949999999999,14.73468,14.494340000000001,20223.6,671.04,486.19,21380.82,Baseline
5c05b7ba6086127ceccfa008,1711 BEACH ST,MFm,22431.98930842306,37.278123130952096,575457.6864270275,260772.92431180298,69.15476,76.33649,60.96132000000001,43.510380000000005,42.338800000000006,23.76349,22.85167,22.85167,22.85167,52.69936,71.84625,79.73892,49511.65,2368.36,1681.49,53561.5,Baseline
5c05b7ba6086127ceccfa009,1911 CIENAGA ST,MFm,2110.4799154042753,48.51923615539367,78356.04133630192,24036.642171145726,11.41394,12.155719999999999,10.68806,9.12828,9.49145,5.709409999999999,4.52359,2.62155,4.6766000000000005,9.46238,11.280260000000002,12.930520000000001,6682.83,218.29,158.09,7059.21,Baseline
5c05b7ba6086127ceccfa00a,1921 CIENAGA ST,MFm,5333.4099723755,43.74224742301113,172540.6285818363,60755.07741208363,24.012590000000003,25.995359999999998,23.17411,19.886470000000003,21.153260000000003,12.99216,10.22832,6.2435,9.96401,20.090449999999997,24.18394,27.22323,14723.33,551.8,399.76,15674.88,Baseline
5c05b7ba6086127ceccfa00b,1305 VINE ST,MFm,5333.948167896336,43.367132731767825,170559.69080038145,60755.07741208363,24.088310000000003,26.229799999999997,21.304400000000005,17.29945,17.0558,9.23752,6.795910000000001,6.114990000000001,7.904950000000001,19.55187,24.37268,27.78387,14604.81,551.8,399.76,15556.37,Baseline
5c05b7ba6086127ceccfa00c,1621 PRICE ST,MFm,5333.625250583834,44.330455436510036,175687.38142127648,60755.07741208363,24.65149,26.54234,23.624869999999998,20.276229999999998,21.4913,13.1869,10.41662,6.2877,10.29523,20.591779999999996,24.66391,27.89238,14983.67,551.8,399.76,15935.22,Baseline
5c05b7ba6086127ceccfa00d,1521 PARK ST,MFm,41994.85829527214,24.437049087756762,821359.3601211144,204870.6705557235,85.28325000000001,94.46144,75.87155,52.15022,52.67089,36.70066,36.70066,36.70066,36.70066,61.87752000000001,87.46659,97.69236,70886.88,1860.63,1333.82,74081.33,Baseline
5c05b83d6086127ceccfa00e,1343 W GRAND AVE,EPr,1918.8823099868423,84.82523107241944,79986.28678324084,82791.82545936827,7.90405,7.40511,7.921399999999999,8.85397,8.379100000000001,8.292380000000001,8.271730000000002,8.23133,8.93968,8.079550000000001,7.4705,8.018989999999999,7229.52,756.6,24.91,8011.03,Baseline
5c05b83d6086127ceccfa00f,973 FOOTHILL BLVD,Asm,3643.691315160408,148.9231740763499,252707.00061793663,289908.82259023434,19.94225,17.606180000000002,19.69069,29.31311,26.54817,22.42715,23.59427,24.236330000000002,29.780929999999998,21.725009999999997,18.32677,20.065130000000003,21682.36,2649.62,96.56,24428.55,Baseline
5c05b83d6086127ceccfa010,2138 BROAD ST,RSD,531.521896377126,154.1703769991642,52035.15990520112,29922.586488291425,3.57695,3.29588,3.4802,4.8331,4.4670000000000005,3.73438,4.13262,3.95883,4.82709,3.7514,3.63444,3.7191899999999998,4072.16,273.44,55.6,4401.19,Baseline
5c05b83d6086127ceccfa011,1625 COMMERCE WAY,RtS,562.6295974814172,97.95600636777218,43827.06364328779,11288.501902931608,3.38655,3.22074,3.44621,4.66465,4.05888,3.5566100000000005,3.76025,3.76865,4.73165,3.63885,3.26772,3.5437100000000004,3639.67,103.14,1.77,3744.59,Baseline
5c05b83d6086127ceccfa012,966 GRIFFIN ST,OfS,2627.1476154063416,59.54989751033491,138703.55738665085,17733.65832106217,11.000000000000002,10.44345,10.78155,13.79925,11.70021,11.606480000000001,10.853000000000002,11.65955,13.96646,11.51693,10.445160000000001,11.22775,11138.88,162.11,26.91,11327.9,Baseline
5c05b83d6086127ceccfa013,1255 MONTEREY ST,Htl,39858.00679934693,56.72861236774437,1518715.8063916375,742368.2813142026,89.08877000000001,85.80001000000001,93.0541,128.16481000000002,114.26775,93.51038,105.23342,100.31577000000001,129.57905000000002,100.47025000000002,95.7356,95.05466000000001,111379.99,6784.76,3746.68,121911.44,Baseline
5c05b83d6086127ceccfa014,7385 EL CAMINO REAL,OfS,888.1302484827193,73.65984542696125,57229.19772451809,8189.139919507062,4.56709,4.30069,4.44324,5.8791199999999995,4.81827,4.86362,4.49172,4.72815,5.96215,4.66233,4.319030000000001,4.72617,4610.71,74.84,9.1,4694.65,Baseline
5c05b83d6086127ceccfa015,325 SANTA BELLA,OfS,2221.132914488051,67.53649434032747,133585.34493695895,16416.192523826656,9.86257,9.47789,10.143270000000001,13.173800000000002,11.08379,11.43928,10.763390000000001,11.161610000000001,13.534070000000002,10.330890000000002,9.54113,10.33381,10711.43,150.09,22.74,10884.26,Baseline
5c05b83d6086127ceccfa016,4120 HORIZON LN,RtS,17444.53141684061,59.71015777748581,892123.3863237067,149499.19438701955,63.29574,61.165029999999994,65.75888,87.86404,76.11032,71.06253000000001,72.50685000000001,76.01468000000001,89.41546000000001,68.01836,60.85769,65.66609000000001,72431.97,1366.24,42.92,73841.13,Baseline
5c05b83d6086127ceccfa017,1930 SOLANO ST,RSD,2448.036146072292,130.33826639235616,192406.8754236034,126656.80178746859,13.13669,12.22513,12.50681,17.3551,15.63236,13.118340000000002,14.83899,14.49582,17.31458,13.95717,13.11464,13.556500000000002,14932.52,1157.58,256.32,16346.42,Baseline
5c05b83d6086127ceccfa018,735 SHERIDAN RD,WRf,43831.18141236283,35.465068789942755,1448321.4288659676,106174.47381749781,72.57751999999999,70.42166,70.35439,98.75951,87.92974000000001,81.11888,84.59112,84.83717000000001,99.94156000000001,77.10973000000001,71.70302,73.39156,99129.82,970.33,0.0,100100.15,Baseline
5c05b83d6086127ceccfa019,696 CLARION CT,OfS,1760.0069922362065,63.67087580850087,108278.62782459336,3772.3121388470026,8.873920000000002,8.932660000000002,8.03129,9.96905,8.57454,8.77377,8.39719,8.585,10.23604,8.14267,7.75467,8.58449,8683.51,34.5,18.03,8736.04,Baseline
5c05b83d6086127ceccfa01a,567 CAMINO MERCADO #A,RtS,8359.037551408437,66.26850101781488,473842.2129582367,80090.54666647532,34.668929999999996,33.35395,35.8254,47.70918,41.43469,38.30928,39.02505000000001,41.07661,48.276300000000006,36.89313,33.3206,36.02973,38761.89,731.94,25.79,39519.61,Baseline
5c05b83d6086127ceccfa01b,108 CUYAMA LN,RSD,2354.713042759419,128.26016622490496,180198.9909139679,121822.93447387067,11.670300000000001,11.1637,11.416260000000001,15.744060000000003,14.685920000000001,12.429920000000001,13.7619,13.51416,15.709850000000001,12.738280000000001,11.593910000000001,12.304770000000001,13895.12,1113.38,246.37,15254.87,Baseline
5c05b83d6086127ceccfa01c,333 S OCEAN AVE,WRf,22500.01722225667,37.00691344808135,779228.8891231876,53418.97290085856,37.19368,36.09074,37.673049999999996,54.405899999999995,48.99513,46.52604,46.89347,45.93979,55.75226,39.5764,36.74975,38.89945,53354.48,488.23,0.0,53842.71,Baseline
5c05b83d6086127ceccfa01d,6165 SAN ANSELMO RD,EPr,18711.013116470676,75.42975277296843,758481.1723595291,652894.3451566255,77.07124,72.20617000000001,77.24047,86.33375,81.70343000000001,80.85784000000001,80.65645,80.2625,87.16958,78.78256,72.84372,78.19201000000001,69285.02,5966.98,382.0,75634.0,Baseline
5c05b83d6086127ceccfa01e,90 SAN MIGUEL ST,RtS,2618.8594043854755,72.74935577732373,150608.14041778608,39922.05710759692,10.95712,10.499410000000001,11.4757,15.34863,13.49592,12.4224,12.711860000000001,13.24529,15.5946,11.74883,10.56886,11.630180000000001,12369.71,364.84,7.0,12741.55,Baseline
5c05b83d6086127ceccfa01f,8810 MORRO RD,SUn,1925.0177389243668,43.26410827431367,56158.16437856405,27126.525983367137,4.385680000000001,4.03163,4.187620000000001,6.352590000000001,5.326700000000001,4.6232299999999995,4.88144,4.87383,6.44406,4.7406299999999995,4.384309999999999,4.47114,4687.19,247.95,2.29,4937.44,Baseline
5c05b83d6086127ceccfa020,1320 MAIN ST,RtS,18224.484365635395,57.938489329641804,882844.2567158394,173061.9279980086,64.14776,61.9132,66.59806,88.95371,76.11632,71.20392,72.61289000000001,76.06525,89.4894,68.43282,61.79097,66.95668,72169.81,1581.67,49.96,73801.43,Baseline
5c05b83d6086127ceccfa021,1402 MISSION ST,OfS,23912.565186241485,45.38799708952229,1021718.4211841464,63626.96328663298,76.10037,74.01095,77.54593,97.58901,84.46472,84.51102,81.49104999999999,84.60895,99.20612,81.17641,74.28017,78.52884999999999,81996.69,581.51,104.17,82682.37,Baseline
5c05b83d6086127ceccfa022,1030 HUSTON ST,RSD,2378.3936456761803,129.91031864600816,187696.22433564626,121282.6787152921,12.294780000000001,11.32626,11.78321,16.748920000000002,15.46873,12.886069999999998,14.59184,13.8672,16.71542,12.95099,12.43049,12.553379999999999,14440.69,1108.47,248.99,15798.15,Baseline
5c05b83d6086127ceccfa023,4800 MORABITO PL,Htl,18536.637767719978,50.04258924424562,566064.8187647224,361554.318714718,26.076719999999998,26.58293,30.279960000000003,47.63720000000001,40.80931000000001,37.07328,38.123850000000004,37.91838,49.100570000000005,33.04546,27.97578,27.258129999999998,40492.62,3304.35,1742.4,45539.37,Baseline
5c05b83d6086127ceccfa024,1464 AUTO PARK WAY,RSD,635.9318274192103,142.75755654563238,54774.3513829066,35998.09422949979,3.5032200000000002,3.3061700000000003,3.53482,5.1205300000000005,4.72832,3.9362500000000002,4.35644,4.18253,5.11539,3.84137,3.5627400000000002,3.67758,4262.07,329.09,66.38,4657.54,Baseline
5c05b83d6086127ceccfa025,1551 17th St - A,RSD,1549.4649044853643,113.80152014458763,112164.67801787797,64157.74087400845,7.71993,7.040539999999999,7.23043,10.235349999999999,9.35319,7.75664,8.79945,8.47348,10.21327,8.16262,7.74953,7.856769999999999,8731.58,586.39,73.29,9391.26,Baseline
5c05b83d6086127ceccfa026,1425 19th St,EPr,1722.979140402725,85.58690761684541,63683.83231385179,83787.03343569725,6.414630000000001,5.96663,6.428470000000001,7.265829999999999,6.83944,6.76332,6.744770000000001,6.7067499999999995,7.34454,6.57047,6.02534,6.52134,5833.1,765.74,71.54,6670.38,Baseline
5c05b83d6086127ceccfa027,965 EL CAMINO REAL,RtS,4835.256198290174,63.26406128419474,234338.30482626456,71550.71441245235,17.639120000000002,16.65729,17.523410000000002,23.85869,20.325689999999998,19.180809999999997,19.60298,20.50704,24.369729999999997,18.503059999999998,16.6221,17.927410000000002,19301.17,653.91,30.62,19985.7,Baseline
5c05b83d6086127ceccfa028,1460 PLUM ORCHARD LN,RtS,9075.591067848802,59.00219483908293,441777.5597780372,93691.72234297142,31.853,30.729180000000007,33.50596,44.42619,38.56848,35.6955,36.49658,38.38185,45.245779999999996,34.32334,30.810250000000003,33.391580000000005,36140.19,856.32,57.47,37053.98,Baseline
5c05b83d6086127ceccfa029,2010 RIVERSIDE AVE,EPr,17002.88817244301,76.46263900026514,601465.7882084247,698626.5212117429,63.30032,58.87939,63.43685000000001,71.7,67.49238,66.74124,66.55824,66.18299,72.47678,64.83815,59.458740000000006,64.35331000000001,56050.78,6384.97,705.88,63141.63,Baseline
5c05b83d6086127ceccfa02a,805 BOYSEN AVE,OfS,46390.193474831394,42.853771546333896,1835087.6829810198,152911.33602014746,135.60047,132.81775,139.05613,169.74271000000002,150.29954,150.6686,146.94378,151.25826,172.91883,144.12757000000002,133.18055999999999,139.91998999999998,147356.68,1397.5,475.24,149229.43,Baseline
5c05b83d6086127ceccfa02b,190 CALIFORNIA BLVD,RtS,38200.25695606947,55.20966203348447,1714449.5199075406,394557.3108440277,124.83717,118.9246,125.66121000000001,171.53453000000002,146.22158000000002,136.58304,140.51807,147.42959,177.31741000000002,132.83871,118.426,127.08958,139909.25,3606.01,241.92,143757.18,Baseline
5c05b83d6086127ceccfa02c,351 S ELM ST -  A,EPr,1366.0478709846307,86.89188407793131,52708.11006062357,65987.02791621315,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,3.9792799999999997,4038.38,603.09,56.72,4698.19,Baseline
